RefNum,agerange,age,job,marital,education,balance,housing,loan,month,date,duration,deposit,lead,product,qualified ,contacted,won ,loanvalue,NPS
10024424,41-60,57,retired,married,secondary,502,yes,yes,october,10/1/2018,229,,0,no product,0,0,0,,
10024425,31-40,38,services,married,secondary,-32,yes,no,november,11/1/2018,154,,0,no product,0,0,0,,
10024426,31-40,39,blue-collar,married,primary,106,yes,no,december,12/1/2018,56,51.56,0,no product,0,0,0,,
10024427,31-40,36,technician,married,tertiary,301,yes,yes,january,1/1/2018,1581,150.75,1,auto ,1,,0,6530,
10024428,41-60,57,retired,married,tertiary,906,yes,yes,february,2/1/2018,117,118.82,1,auto ,1,,0,2586,
10024429,41-60,44,management,married,,187,yes,yes,march,3/1/2018,185,115.23,1,auto ,1,,0,6530,
10024430,41-60,48,services,divorced,secondary,852,yes,no,april,4/1/2018,202,100.76,1,mortgage,1,,0,2476,
10024431,41-60,46,blue-collar,married,primary,143,yes,yes,may,5/1/2018,279,29.09,1,mortgage,1,,0,4384,
10024432,41-60,43,admin.,married,secondary,71,no,yes,june,6/1/2018,180,94.08,1,mortgage,1,,0,4080,
10024433,41-60,49,services,married,secondary,1496,yes,yes,july,7/1/2018,218,296.04,1,mortgage,1,,0,2127,
10024434,18-30,29,services,single,secondary,703,yes,no,august,8/1/2018,129,207.08,1,mortgage,1,,0,5699,
10024435,41-60,53,blue-collar,married,secondary,732,yes,yes,september,9/1/2018,530,35.79,1,mortgage,1,,0,3237,
10024436,18-30,30,services,single,secondary,21,yes,no,october,10/1/2018,104,21.98,1,auto ,1,,0,2558,
10024437,41-60,41,management,divorced,secondary,276,yes,no,november,11/1/2018,60,0,1,auto ,1,,0,2298,
10024438,31-40,33,technician,married,secondary,0,yes,no,december,12/1/2018,432,0,1,auto ,1,,0,3397,
10024439,41-60,47,blue-collar,married,primary,550,yes,yes,january,1/1/2018,113,110.83,1,auto ,1,,0,2106,
10024440,41-60,58,retired,married,secondary,268,yes,yes,february,2/1/2018,516,,1,auto ,1,,0,2586,
10024441,31-40,31,unemployed,married,secondary,-825,yes,no,march,3/1/2018,179,,1,auto ,1,,0,6530,
10024442,31-40,38,admin.,single,secondary,137,yes,no,april,4/1/2018,125,21.9,1,auto ,1,,0,2476,
10024443,41-60,60,retired,married,secondary,42,yes,yes,may,5/1/2018,386,13.75,1,auto ,1,,0,4384,
10024444,31-40,33,management,single,tertiary,54,no,no,june,6/1/2018,262,87.87,1,unsecured ,1,,0,4080,
10024445,31-40,33,unemployed,single,tertiary,1716,yes,no,july,7/1/2018,396,196.49,1,unsecured ,1,,0,2127,
10024446,41-60,52,admin.,married,primary,270,yes,yes,august,8/1/2018,294,134.42,1,unsecured ,1,,0,5699,
10024447,41-60,42,blue-collar,married,primary,803,yes,yes,september,9/1/2018,171,82.62,0,no product,0,0,0,3237,
10024448,18-30,30,technician,single,secondary,102,yes,no,october,10/1/2018,614,39.97,0,no product,0,0,0,2558,
10024449,31-40,33,entrepreneur,divorced,tertiary,188,yes,no,november,11/1/2018,118,56.95,0,no product,0,0,0,2298,
10024450,41-60,46,admin.,divorced,secondary,207,yes,no,december,12/1/2018,485,159.02,0,no product,0,0,0,3397,
10024451,41-60,51,blue-collar,married,primary,1466,yes,yes,january,1/1/2018,406,206.78,0,no product,0,0,0,2106,
10024452,31-40,40,unemployed,single,secondary,350,yes,no,february,2/1/2018,287,68.1,0,no product,0,0,0,,
10024453,41-60,50,admin.,married,secondary,159,yes,yes,march,3/1/2018,216,45.61,0,no product,0,0,0,,
10024454,41-60,42,entrepreneur,married,tertiary,157,yes,yes,april,4/1/2018,650,0,0,no product,0,0,0,,
10024455,31-40,38,technician,married,secondary,0,no,no,may,5/1/2018,55,0,0,no product,0,0,0,,
10024456,31-40,36,admin.,single,primary,91,yes,no,june,6/1/2018,371,80.24,0,no product,0,0,0,,
10024457,31-40,37,unemployed,divorced,primary,849,yes,no,july,7/1/2018,166,175.63,0,no product,0,0,0,,
10024458,31-40,33,management,married,tertiary,436,yes,yes,august,8/1/2018,48,,0,no product,0,0,0,,
10024459,31-40,38,blue-collar,single,secondary,-1,yes,no,september,9/1/2018,72,,0,no product,0,0,0,,
10024460,41-60,52,blue-collar,married,tertiary,297,yes,yes,october,10/1/2018,55,88.02,1,unsecured ,1,,0,3237,
10024461,18-30,29,blue-collar,married,secondary,313,yes,no,november,11/1/2018,144,89.92,1,unsecured ,1,,0,2558,
10024462,31-40,37,blue-collar,married,primary,310,yes,no,december,12/1/2018,474,110.77,1,mortgage,1,,0,2298,
10024463,31-40,34,admin.,married,secondary,475,yes,no,january,1/1/2018,559,49.14,1,mortgage,1,,0,2877,
10024464,41-60,43,blue-collar,married,primary,61,yes,yes,february,2/1/2018,261,83.66,1,mortgage,1,,0,2226,
10024465,41-60,49,services,married,secondary,1377,yes,yes,march,3/1/2018,1101,80.16,1,mortgage,1,,0,2880,
10024466,31-40,33,technician,single,secondary,56,no,no,april,4/1/2018,236,0,1,mortgage,1,1,1,2434,9
10024467,41-60,47,admin.,married,,0,yes,yes,may,5/1/2018,164,0,1,mortgage,1,1,1,4246,9
10024468,41-60,50,technician,married,secondary,73,no,yes,june,6/1/2018,93,63.36,1,auto ,1,1,1,5699,9
10024469,18-30,30,blue-collar,single,primary,660,yes,no,july,7/1/2018,912,,1,unsecured ,1,1,1,5699,9
10024470,41-60,44,services,married,primary,-79,yes,yes,august,8/1/2018,179,,0,no product,0,0,0,3237,
10024471,41-60,44,blue-collar,divorced,secondary,558,yes,no,september,9/1/2018,485,126.11,0,no product,0,0,0,2558,
10024472,18-30,30,services,single,secondary,342,yes,no,october,10/1/2018,206,,0,no product,0,0,0,2298,
10024473,31-40,40,blue-collar,married,,-4,yes,no,november,11/1/2018,311,,0,no product,0,0,0,,
10024474,41-60,41,blue-collar,married,,225,yes,yes,december,12/1/2018,690,70.75,0,no product,0,0,0,,
10024475,31-40,34,blue-collar,married,primary,267,yes,no,january,1/1/2018,362,31.99,0,no product,0,0,0,,
10024476,41-60,53,services,married,primary,46,yes,yes,february,2/1/2018,274,48.91,0,no product,0,0,0,,
10024477,31-40,35,blue-collar,married,primary,624,yes,no,march,3/1/2018,163,239.92,0,no product,0,0,0,,
10024478,31-40,34,technician,divorced,secondary,1107,yes,no,april,4/1/2018,345,229.91,0,no product,0,0,0,,
10024479,31-40,39,admin.,single,secondary,573,yes,no,may,5/1/2018,329,139.24,0,no product,0,0,0,,
10024480,31-40,39,management,single,tertiary,406,yes,no,june,6/1/2018,68,86.27,0,no product,0,0,0,,
10024481,41-60,52,services,divorced,secondary,220,yes,no,july,7/1/2018,143,205.7,0,no product,0,0,0,,
10024482,31-40,34,blue-collar,married,secondary,2308,yes,no,august,8/1/2018,1062,163.51,0,no product,0,0,0,,
10024483,31-40,37,blue-collar,divorced,primary,139,yes,no,september,9/1/2018,71,65.2,0,no product,0,0,0,,
10024484,31-40,39,admin.,married,secondary,367,yes,no,october,10/1/2018,106,92.21,0,no product,0,0,0,,
10024485,41-60,52,entrepreneur,divorced,primary,278,yes,no,november,11/1/2018,688,72.84,0,no product,0,0,0,,
10024486,31-40,35,blue-collar,married,primary,229,yes,no,december,12/1/2018,103,181.28,0,no product,0,0,0,,
10024487,31-40,36,entrepreneur,married,tertiary,1722,yes,yes,january,1/1/2018,349,,1,business,1,1,1,3251,9
10024488,41-60,48,technician,married,secondary,-500,yes,yes,february,2/1/2018,78,,1,business,1,1,1,4324,9
10024489,31-40,31,admin.,divorced,secondary,308,yes,no,march,3/1/2018,194,162.28,1,business,1,1,1,3214,9
10024490,41-60,43,technician,divorced,tertiary,1026,yes,yes,april,4/1/2018,224,216.46,1,business,1,1,1,2362,9
10024491,41-60,43,blue-collar,single,primary,548,yes,no,may,5/1/2018,98,127.5,1,business,1,1,1,2353,9
10024492,31-40,39,blue-collar,married,secondary,356,yes,no,june,6/1/2018,607,69.75,1,business,1,1,1,3421,9
10024493,31-40,40,technician,married,primary,164,yes,no,july,7/1/2018,398,53.7,1,business,1,1,1,2353,9
10024494,41-60,58,management,married,tertiary,211,no,yes,august,8/1/2018,103,18.28,1,business,1,1,1,3421,9
10024495,31-40,31,blue-collar,married,primary,19,yes,no,september,9/1/2018,241,13.08,1,mortgage,1,1,1,3473,9
10024496,41-60,41,blue-collar,married,secondary,108,yes,yes,october,10/1/2018,203,52.65,1,mortgage,1,1,1,2345,9
10024497,31-40,37,management,married,tertiary,308,yes,yes,november,11/1/2018,96,13.4,1,mortgage,1,1,1,2362,9
10024498,41-60,44,services,divorced,secondary,7,yes,no,december,12/1/2018,238,3.06,1,mortgage,1,1,1,2353,9
10024499,31-40,37,technician,married,tertiary,16,yes,yes,january,1/1/2018,153,34,1,mortgage,1,1,1,3421,9
10024500,31-40,39,blue-collar,married,primary,867,yes,no,february,2/1/2018,481,141.47,1,mortgage,1,1,1,2342,9
10024501,41-60,41,blue-collar,single,secondary,277,yes,no,march,3/1/2018,2177,67.26,1,mortgage,1,1,1,4853,9
10024502,41-60,52,blue-collar,divorced,primary,196,yes,no,april,4/1/2018,119,77.21,1,mortgage,1,1,1,8675,9
10024503,18-30,29,blue-collar,single,primary,365,yes,no,may,5/1/2018,245,199.61,1,unsecured ,1,1,1,9764,9
10024504,41-60,60,blue-collar,divorced,secondary,1310,no,no,june,6/1/2018,152,142.5,1,unsecured ,1,1,1,2457,9
10024505,31-40,32,technician,married,secondary,186,no,no,july,7/1/2018,418,47.9,1,unsecured ,1,1,1,3678,9
10024506,41-60,50,services,single,primary,148,yes,no,august,8/1/2018,198,103.11,1,unsecured ,1,1,1,9765,9
10024507,41-60,56,blue-collar,married,primary,862,yes,yes,september,9/1/2018,198,160.59,1,unsecured ,1,1,1,7543,9
10024508,41-60,48,admin.,married,secondary,359,yes,yes,october,10/1/2018,374,75.39,1,unsecured ,1,1,1,6689,9
10024509,18-30,29,blue-collar,married,primary,190,no,no,november,11/1/2018,51,7.96,1,unsecured ,1,1,1,4376,9
10024510,31-40,40,blue-collar,married,secondary,4,yes,no,december,12/1/2018,263,0,1,unsecured ,1,1,1,6895,9
10024511,41-60,42,admin.,divorced,secondary,0,yes,no,january,1/1/2018,229,0,1,unsecured ,1,1,1,7632,9
10024512,31-40,34,blue-collar,married,secondary,42,yes,no,february,2/1/2018,154,95.49,1,unsecured ,1,1,1,9753,9
10024513,18-30,23,management,single,tertiary,2605,yes,no,march,3/1/2018,278,114.13,1,unsecured ,1,1,1,2257,9
10024514,18-30,30,technician,single,tertiary,60,yes,no,april,4/1/2018,306,22.14,1,unsecured ,1,1,1,6895,9
10024515,41-60,51,management,married,primary,98,yes,yes,may,5/1/2018,114,,1,unsecured ,1,1,1,6895,9
10024516,41-60,52,technician,single,secondary,-181,yes,no,june,6/1/2018,94,,1,unsecured ,1,1,1,7632,9
10024517,41-60,45,technician,married,secondary,118,yes,yes,july,7/1/2018,208,,1,mortgage,1,1,1,6895,9
10024518,41-60,41,blue-collar,married,secondary,-15,yes,yes,august,8/1/2018,169,,1,mortgage,1,1,1,7632,9
10024519,18-30,27,student,single,secondary,671,yes,no,september,9/1/2018,332,295.06,1,mortgage,1,1,1,9753,9
10024520,41-60,50,blue-collar,married,secondary,1557,yes,yes,october,10/1/2018,263,,1,mortgage,1,1,1,8675,9
10024521,31-40,36,blue-collar,married,primary,-20,yes,no,november,11/1/2018,353,,1,mortgage,1,1,1,9764,9
10024522,41-60,46,blue-collar,married,primary,323,yes,yes,december,12/1/2018,108,,1,mortgage,1,1,1,2457,9
10024523,41-60,44,blue-collar,married,primary,-171,yes,yes,january,1/1/2018,441,,1,mortgage,1,1,1,3678,9
10024524,41-60,47,blue-collar,married,secondary,438,yes,yes,february,2/1/2018,46,107.4,1,mortgage,1,1,1,9765,9
10024525,31-40,40,blue-collar,married,secondary,316,yes,no,march,3/1/2018,266,67.69,1,mortgage,1,1,1,6895,9
10024526,31-40,36,services,single,secondary,174,yes,no,april,4/1/2018,223,80.06,1,mortgage,1,1,1,7632,9
10024527,41-60,46,blue-collar,married,secondary,442,yes,yes,may,5/1/2018,105,170.15,1,mortgage,1,1,1,9753,9
10024528,41-60,58,technician,married,secondary,786,yes,yes,june,6/1/2018,165,,1,mortgage,1,,0,2257,
10024529,18-30,30,technician,divorced,tertiary,-317,yes,no,july,7/1/2018,381,,1,mortgage,1,,0,12353,
10024530,41-60,43,blue-collar,married,secondary,667,yes,yes,august,8/1/2018,228,,1,mortgage,1,,0,6895,
10024531,18-30,29,services,single,secondary,-158,yes,no,september,9/1/2018,128,,1,auto ,1,,0,7632,
10024532,41-60,41,management,married,tertiary,72,yes,yes,october,10/1/2018,764,18.65,1,auto ,1,1,1,9753,9
10024533,41-60,44,entrepreneur,married,primary,58,yes,yes,november,11/1/2018,113,43.75,1,auto ,1,1,1,2257,9
10024534,41-60,44,services,divorced,secondary,396,yes,no,december,12/1/2018,396,18.17,1,auto ,1,1,1,12353,9
10024535,41-60,59,blue-collar,married,primary,10,yes,yes,january,1/1/2018,133,49.05,1,auto ,1,1,1,2356,9
10024536,31-40,39,management,single,,2887,yes,no,february,2/1/2018,42,0,1,auto ,1,1,1,7654,8
10024537,41-60,42,management,married,secondary,0,no,yes,march,3/1/2018,234,0,0,no product,0,0,0,7854,
10024538,31-40,31,admin.,married,secondary,89,no,no,april,4/1/2018,297,19.26,0,no product,0,0,0,6895,
10024539,18-30,29,,single,primary,50,yes,no,may,5/1/2018,50,10.99,0,no product,0,0,0,7632,
10024540,31-40,39,blue-collar,single,secondary,29,yes,no,june,6/1/2018,214,31.86,0,no product,0,0,0,9753,
10024541,41-60,44,blue-collar,married,primary,420,yes,yes,july,7/1/2018,110,63.17,0,no product,0,0,0,2257,
10024542,41-60,49,services,single,primary,114,yes,no,august,8/1/2018,99,58.89,0,no product,0,0,0,12353,
10024543,31-40,39,housemaid,married,secondary,365,yes,no,september,9/1/2018,274,0,0,no product,0,0,0,2356,
10024544,18-30,27,blue-collar,single,secondary,0,yes,no,october,10/1/2018,191,,0,no product,0,0,0,7654,
10024545,41-60,56,management,married,primary,-24,yes,yes,november,11/1/2018,305,,0,no product,0,0,0,7854,
10024546,41-60,43,technician,married,tertiary,743,yes,yes,december,12/1/2018,134,0,0,no product,0,0,0,8954,
10024547,31-40,37,self-employed,married,primary,0,no,no,january,1/1/2018,112,0,0,no product,0,0,0,3678,
10024548,41-60,54,technician,single,secondary,99,yes,no,february,2/1/2018,283,13.47,0,no product,0,0,0,4853,
10024549,31-40,38,blue-collar,married,secondary,22,yes,no,march,3/1/2018,353,21.45,0,no product,0,0,0,8675,
10024550,31-40,31,blue-collar,married,primary,251,yes,no,april,4/1/2018,212,113.42,0,no product,0,0,0,9764,
10024551,31-40,34,blue-collar,married,secondary,615,yes,no,may,5/1/2018,225,83.49,0,no product,0,0,0,2457,
10024552,31-40,35,admin.,married,primary,136,yes,no,june,6/1/2018,283,156.71,0,no product,0,0,0,3678,
10024553,41-60,44,blue-collar,single,,2167,yes,no,july,7/1/2018,1273,236.22,0,no product,0,0,0,9765,
10024554,18-30,30,blue-collar,married,secondary,309,yes,no,august,8/1/2018,1574,75.44,0,no product,0,0,0,7543,
10024555,41-60,51,technician,married,secondary,221,yes,yes,september,9/1/2018,139,76.89,0,no product,0,0,0,6895,
10024556,31-40,37,blue-collar,married,primary,321,yes,no,october,10/1/2018,228,,0,no product,0,0,0,7632,
10024557,31-40,39,blue-collar,married,tertiary,-33,yes,yes,november,11/1/2018,62,,0,no product,0,0,0,9753,
10024558,31-40,33,management,single,tertiary,76,yes,no,december,12/1/2018,256,16.31,0,no product,0,0,0,6895,
10024559,31-40,37,management,divorced,tertiary,42,yes,no,january,1/1/2018,564,16.31,0,no product,0,0,0,7632,
10024560,41-60,46,blue-collar,single,secondary,76,yes,no,february,2/1/2018,245,90.49,0,no product,0,0,0,9753,
10024561,31-40,32,admin.,married,secondary,1293,yes,no,march,3/1/2018,161,238.07,0,no product,0,0,0,,
10024562,41-60,43,entrepreneur,married,primary,526,yes,yes,april,4/1/2018,79,195.62,0,no product,0,0,0,,
10024563,41-60,59,housemaid,divorced,,873,yes,no,may,5/1/2018,152,53.94,0,no product,0,0,0,,
10024564,41-60,46,admin.,married,primary,40,yes,yes,june,6/1/2018,591,19.75,0,no product,0,0,0,,
10024565,41-60,47,blue-collar,married,primary,117,yes,yes,july,7/1/2018,113,80.88,0,no product,0,0,0,,
10024566,31-40,31,services,single,secondary,671,yes,no,august,8/1/2018,193,90.04,0,no product,0,0,0,,
10024567,18-30,30,blue-collar,married,primary,145,yes,no,september,9/1/2018,299,147.77,0,no product,0,0,0,,
10024568,31-40,38,blue-collar,married,primary,1807,no,no,october,10/1/2018,348,,0,no product,0,0,0,,
10024569,41-60,44,blue-collar,single,secondary,-212,yes,no,november,11/1/2018,103,,0,no product,0,0,0,,
10024570,41-60,52,technician,married,,133,yes,yes,december,12/1/2018,253,79.2,0,no product,0,0,0,,
10024571,18-30,29,services,single,secondary,566,no,no,january,1/1/2018,127,301.25,0,no product,0,0,0,,
10024572,41-60,43,admin.,married,tertiary,1924,yes,yes,february,2/1/2018,244,152.47,0,no product,0,0,0,,
10024573,41-60,47,technician,married,primary,145,yes,yes,march,3/1/2018,157,76.71,0,no product,0,0,0,,
10024574,41-60,43,blue-collar,married,primary,487,yes,yes,april,4/1/2018,548,,0,no product,0,0,0,,
10024575,41-60,52,blue-collar,divorced,primary,-57,yes,no,may,5/1/2018,114,,0,no product,0,0,0,,
10024576,31-40,32,services,single,secondary,81,yes,no,june,6/1/2018,126,,0,no product,0,0,0,,
10024577,31-40,40,admin.,single,secondary,-227,yes,no,july,7/1/2018,161,,0,no product,0,0,0,,
10024578,41-60,57,technician,divorced,secondary,2710,yes,no,august,8/1/2018,333,148.77,0,no product,0,0,0,,
10024579,18-30,30,services,divorced,secondary,98,yes,no,september,9/1/2018,155,100.22,0,no product,0,0,0,,
10024580,41-60,48,blue-collar,married,secondary,1230,yes,yes,october,10/1/2018,152,89.41,0,no product,0,0,0,,
10024581,41-60,46,blue-collar,married,secondary,78,yes,yes,november,11/1/2018,145,29.84,0,no product,0,0,0,,
10024582,41-60,59,retired,divorced,primary,137,yes,no,december,12/1/2018,66,63.57,0,no product,0,0,0,,
10024583,41-60,50,blue-collar,married,primary,354,yes,yes,january,1/1/2018,123,66.3,0,no product,0,0,0,,
10024584,41-60,50,blue-collar,divorced,primary,149,yes,no,february,2/1/2018,74,39.55,0,no product,0,0,0,,
10024585,31-40,33,blue-collar,divorced,secondary,126,yes,no,march,3/1/2018,248,0,0,no product,0,0,0,,
10024586,31-40,39,technician,single,,0,yes,no,april,4/1/2018,130,0,0,no product,0,0,0,,
10024587,41-60,57,retired,divorced,secondary,8266,yes,no,may,5/1/2018,71,187.43,0,no product,0,0,0,,
10024588,41-60,49,blue-collar,married,,51,yes,yes,june,6/1/2018,984,33.11,0,no product,0,0,0,,
10024589,41-60,41,blue-collar,married,primary,258,yes,yes,july,7/1/2018,252,50.15,0,no product,0,0,0,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1122,,,,,,,,,
